Temperature (C),Humidity,Wind Speed (km/h)
10.699999999999998,0.79,3.5742000000000007
9.855555555555558,0.85,5.7477
9.522222222222222,0.88,11.27
8.405555555555557,0.92,3.1234
13.011111111111113,0.82,9.6278
7.733333333333334,0.96,3.4293
6.138888888888888,0.96,3.3488
6.472222222222221,0.95,2.9946
6.627777777777777,0.96,3.3005
8.68888888888889,0.93,1.4329
11.994444444444447,0.81,2.415
13.766666666666667,0.78,4.1538
15.088888888888889,0.77,7.3738
16.455555555555556,0.68,7.808499999999999
17.31111111111111,0.62,7.3738
17.872222222222224,0.64,8.372000000000002
19.038888888888884,0.47,7.0679
18.97777777777777,0.51,10.8675
19.00555555555555,0.55,4.8139
19.01111111111111,0.53,4.7978000000000005
17.866666666666664,0.64,10.9319
17.266666666666666,0.62,10.851400000000002
16.188888888888886,0.61,5.0876
14.883333333333333,0.72,9.177
14.327777777777776,0.75,10.9319
14.511111111111113,0.75,6.3756
14.372222222222222,0.75,6.5366
14.877777777777778,0.72,14.2163
10.405555555555551,0.92,3.6064000000000007
12.82222222222222,0.83,8.4364
12.8,0.85,14.425600000000005
12.82777777777778,0.86,13.894300000000005
12.266666666666666,0.85,15.778000000000002
12.266666666666666,0.85,15.5848
12.183333333333334,0.82,12.380900000000002
12.17222222222222,0.8,20.3826
12.711111111111112,0.83,22.0892
15.605555555555558,0.78,22.3468
16.022222222222226,0.78,18.064200000000003
17.200000000000003,0.67,17.6456
17.21666666666667,0.71,14.0875
17.82777777777778,0.69,13.4113
17.82777777777778,0.69,14.6188
17.733333333333334,0.69,9.2414
16.272222222222222,0.71,23.0713
13.166666666666668,0.93,3.7674
13.255555555555556,0.93,3.1395
13.011111111111113,0.93,10.3362
12.455555555555556,0.91,5.796
12.488888888888887,0.9,9.8854
9.555555555555555,0.8,6.488300000000001
10.622222222222222,0.79,14.023100000000005
8.722222222222223,0.93,4.5724
10.533333333333337,0.77,10.7709
9.444444444444445,0.83,6.5366
9.888888888888888,0.83,6.0858
10.366666666666664,0.78,10.706500000000002
8.88888888888889,0.89,10.4972
9.97777777777778,0.84,8.0017
12.2,0.73,2.4633000000000003
13.961111111111112,0.67,9.3058
14.944444444444445,0.67,7.1645
16.183333333333334,0.71,11.753
16.366666666666667,0.61,7.1323
17.372222222222224,0.57,3.6225
17.672222222222224,0.51,1.7549
17.72222222222222,0.53,8.6779
16.238888888888887,0.61,2.8336
14.066666666666666,0.71,9.2414
13.955555555555556,0.76,7.422100000000001
12.288888888888888,0.8,3.5420000000000007
10.02222222222222,0.86,3.1073
9.377777777777778,0.86,6.44
9.416666666666668,0.9,4.6046000000000005
11.827777777777776,0.92,3.0268
10.761111111111113,0.91,5.1681
12.155555555555557,0.95,2.8497000000000003
9.67222222222222,0.94,5.7155000000000005
8.15,0.94,6.7620000000000005
10.2,0.95,5.618900000000001
10.116666666666667,0.99,2.254
10.16111111111111,0.99,0.3381
11.244444444444447,0.98,2.7531000000000003
12.244444444444444,0.99,2.254
13.91111111111111,0.92,8.0983
15.616666666666667,0.82,2.2862
15.072222222222225,0.86,3.2844
15.072222222222225,0.82,7.5992
14.266666666666667,0.87,10.5616
16.016666666666666,0.81,6.6654
15.02777777777778,0.86,7.711900000000001
13.944444444444445,0.89,7.2772
12.916666666666666,0.95,11.4793
12.894444444444446,0.95,5.2808
12.4,0.98,2.3506
12.266666666666666,0.99,8.05
12.22222222222222,0.96,6.1985
11.25,0.96,2.7692
11.52777777777778,0.96,3.1556
11.538888888888891,0.96,5.9892
9.43888888888889,0.96,5.9731000000000005
11.43888888888889,0.96,6.279
11.394444444444442,0.96,6.44
11.52777777777778,0.96,6.423900000000001
11.949999999999998,0.93,4.83
11.97222222222222,1.0,9.66
12.633333333333336,0.96,7.6636
12.755555555555556,0.96,7.969500000000001
13.844444444444443,0.9,7.921200000000001
13.172222222222224,0.94,10.3845
15.066666666666666,0.86,8.1466
17.244444444444444,0.75,7.1645
16.316666666666666,0.76,13.3469
17.383333333333333,0.74,13.6206
15.272222222222224,0.76,8.2754
17.45555555555556,0.72,5.2808
16.22222222222222,0.77,11.1573
15.083333333333334,0.82,3.6869
13.994444444444444,0.88,1.1431
12.17222222222222,0.92,0.6601
11.08888888888889,0.95,4.8461
11.094444444444443,0.95,3.381
9.883333333333333,0.96,3.3649
9.355555555555558,0.96,6.423900000000001
9.86111111111111,0.96,3.2361
8.272222222222222,0.99,3.3166
8.866666666666667,0.96,2.6243
8.816666666666666,0.96,3.944500000000001
7.155555555555556,1.0,1.8515
8.850000000000001,0.99,3.4776
11.177777777777775,0.93,2.8819000000000004
12.388888888888888,0.98,3.4293
14.144444444444446,0.88,4.8783
17.1,0.72,3.059
18.93888888888889,0.64,4.2021
17.916666666666668,0.68,4.0894
19.98333333333333,0.53,1.2236
20.07222222222222,0.62,9.0643
20.07222222222222,0.56,9.4829
20.083333333333336,0.58,7.486500000000001
19.08888888888889,0.63,9.1287
17.45,0.62,7.567000000000001
15.56666666666667,0.74,0.5152
12.494444444444447,0.91,3.944500000000001
12.244444444444444,0.89,1.5295
11.416666666666664,0.92,2.9624
10.555555555555555,0.95,6.0375000000000005
10.466666666666669,0.93,3.0751
10.250000000000002,0.95,5.2969
9.355555555555558,0.96,1.5295
8.311111111111112,0.96,3.22
8.81111111111111,0.96,3.3971
8.733333333333333,0.93,6.3434
11.93333333333333,0.93,11.27
14.516666666666667,0.84,1.7066
18.73333333333333,0.68,3.22
20.02777777777778,0.6,7.245
21.03888888888889,0.55,6.488300000000001
20.738888888888887,0.46,6.5044
22.31666666666667,0.48,7.5348
22.11111111111111,0.5,6.4561
22.73333333333333,0.38,1.0143
22.77777777777778,0.37,5.184200000000001
21.216666666666665,0.41,7.2772
20.18333333333333,0.45,1.4812
18.011111111111113,0.68,0.322
17.422222222222224,0.65,0.5313000000000001
13.961111111111112,0.82,0.0
13.28888888888889,0.89,2.8819000000000004
12.322222222222225,0.89,2.4794
11.116666666666664,0.95,3.1717
10.533333333333337,0.95,11.27
12.383333333333333,0.8,4.6207
9.86111111111111,0.96,3.0751
8.872222222222222,0.95,1.5295
8.672222222222222,0.94,3.6386
7.688888888888891,1.0,0.0
10.911111111111111,0.99,1.61
14.83888888888889,0.82,2.6565
18.8,0.65,1.5295
21.094444444444445,0.49,4.8783
22.027777777777786,0.49,4.2826
22.82777777777778,0.47,3.6225
22.916666666666668,0.37,4.5563
23.916666666666668,0.37,6.295100000000001
23.911111111111115,0.4,2.5599000000000003
23.93333333333333,0.37,4.347
23.916666666666668,0.32,1.1753
22.82222222222222,0.44,3.1234
21.22777777777777,0.48,0.4025
19.07777777777778,0.51,2.6887
17.061111111111114,0.63,1.5778
14.905555555555551,0.72,3.751300000000001
13.083333333333332,0.87,3.4132
12.711111111111112,0.89,3.2522
12.127777777777776,0.89,3.1717
11.81111111111111,0.84,4.9910000000000005
12.016666666666667,0.8,6.262900000000001
12.044444444444444,0.8,6.423900000000001
10.627777777777778,0.86,9.7083
9.911111111111111,0.99,9.1448
12.555555555555555,0.9,7.744099999999999
15.005555555555553,0.78,8.758400000000002
17.33888888888889,0.74,12.1877
19.1,0.67,12.6224
21.261111111111106,0.57,9.9176
22.41111111111111,0.54,11.4471
22.938888888888894,0.5,8.5491
23.927777777777774,0.47,11.3022
23.96111111111111,0.47,8.3076
23.96111111111111,0.38,8.5813
23.111111111111107,0.42,10.706500000000002
22.82222222222222,0.44,12.4936
21.11111111111111,0.47,5.216400000000001
18.188888888888886,0.58,4.8622000000000005
16.016666666666666,0.72,4.6046000000000005
15.466666666666669,0.72,6.44
14.605555555555554,0.76,6.745900000000001
13.311111111111112,0.82,3.5420000000000007
12.733333333333334,0.83,3.0751
13.788888888888888,0.77,6.0858
10.577777777777776,0.88,6.44
10.483333333333333,0.92,3.22
10.288888888888891,0.91,3.751300000000001
9.972222222222223,0.92,1.5617
13.638888888888888,0.9,2.7048
16.73888888888889,0.74,7.245
18.83888888888889,0.65,3.4132
21.16111111111111,0.59,4.6046000000000005
22.58888888888889,0.53,4.4275
22.89444444444444,0.48,7.6636
24.00555555555555,0.47,9.66
24.00555555555555,0.35,8.0017
23.97777777777777,0.44,9.2897
25.04444444444444,0.32,3.5903
24.07777777777778,0.35,4.9588
22.38333333333334,0.45,9.4829
21.20555555555556,0.52,3.6869
18.261111111111116,0.62,6.2146
17.200000000000003,0.67,14.49
15.994444444444444,0.75,3.1073
15.961111111111109,0.79,12.2843
15.444444444444445,0.72,13.846
14.372222222222222,0.75,10.996300000000002
13.605555555555558,0.9,9.982
12.82222222222222,0.82,6.2468
12.750000000000002,0.83,3.3488
11.416666666666664,0.92,6.230700000000001
12.333333333333336,0.86,2.4633000000000003
14.905555555555551,0.78,10.2879
15.894444444444446,0.74,10.2879
17.227777777777774,0.72,12.0589
17.82777777777778,0.73,7.4704
17.916666666666668,0.72,10.0947
19.05555555555556,0.67,9.0965
20.14444444444445,0.67,7.5187
20.26111111111111,0.62,3.8962
21.20555555555556,0.62,4.6368
21.25555555555556,0.67,4.8944
20.23333333333333,0.66,7.212800000000001
19.07777777777778,0.71,7.647500000000001
17.944444444444443,0.77,10.577700000000002
15.494444444444444,0.82,20.608000000000004
14.144444444444446,0.89,8.4364
14.538888888888891,0.86,11.0768
14.138888888888893,0.86,3.6708
13.4,0.9,3.5098000000000003
13.42777777777778,0.9,3.3488
11.588888888888889,0.74,5.474
14.422222222222224,0.83,10.7709
13.916666666666664,0.86,10.6904
13.4,0.9,10.3201
13.866666666666667,0.9,7.9373
14.905555555555551,0.84,11.27
15.933333333333334,0.74,10.6743
17.127777777777776,0.65,19.8996
18.75,0.58,19.416600000000003
18.96111111111111,0.6,17.0499
19.994444444444444,0.54,16.8728
21.11111111111111,0.5,17.3397
21.094444444444445,0.46,21.960400000000003
21.17777777777778,0.43,19.8191
21.22777777777777,0.41,16.4703
20.100000000000005,0.45,13.7977
19.02777777777778,0.51,9.7888
17.849999999999998,0.59,14.0553
16.261111111111113,0.66,11.2861
14.983333333333333,0.72,13.9426
14.466666666666663,0.65,11.0285
13.944444444444445,0.6,10.8031
12.316666666666668,0.65,11.1734
11.761111111111113,0.66,10.8997
10.82777777777778,0.62,13.1859
10.13888888888889,0.73,10.948
10.627777777777778,0.71,11.109000000000002
10.605555555555558,0.69,13.524
10.072222222222225,0.71,15.5848
11.161111111111111,0.71,21.5257
12.888888888888893,0.67,22.9586
15.050000000000002,0.6,26.4845
15.16111111111111,0.59,26.726000000000003
16.272222222222222,0.56,23.3611
17.800000000000004,0.46,28.0623
17.938888888888894,0.46,27.9013
18.855555555555554,0.41,25.743900000000004
17.988888888888887,0.43,26.3557
17.96111111111111,0.51,25.051600000000004
17.36111111111111,0.47,25.566800000000004
16.25,0.52,23.3289
14.122222222222224,0.47,20.0284
12.95,0.55,14.9569
12.244444444444444,0.52,22.942500000000003
11.688888888888888,0.57,19.6581
11.155555555555557,0.59,20.7368
9.216666666666669,0.9,5.8443000000000005
8.683333333333334,0.9,5.2486
9.188888888888888,0.77,12.3165
8.594444444444443,0.93,6.295100000000001
7.505555555555554,0.93,1.8515
6.216666666666665,0.95,9.6761
5.855555555555555,0.93,0.4347
5.933333333333334,1.0,0.1449
10.405555555555551,1.0,0.7245
12.544444444444444,0.78,7.2611
13.861111111111112,0.77,3.880100000000001
15.977777777777776,0.63,4.6690000000000005
17.266666666666666,0.57,5.474
17.84444444444445,0.5,2.6726
16.427777777777777,0.54,3.9928
17.77777777777778,0.46,1.6744
17.84444444444445,0.45,4.4275
17.299999999999997,0.5,5.6672
15.18333333333333,0.65,12.7351
13.005555555555553,0.7,3.719100000000001
12.694444444444445,0.74,7.9373
12.194444444444446,0.72,9.7083
12.083333333333334,0.71,16.985500000000002
10.616666666666667,0.74,10.851400000000002
11.6,0.57,16.985500000000002
11.022222222222224,0.6,16.9211
11.88888888888889,0.6,15.939000000000002
10.416666666666666,0.64,16.6474
10.3,0.67,13.3952
9.483333333333333,0.72,13.3791
9.772222222222224,0.68,12.8317
10.933333333333334,0.67,11.1412
11.655555555555551,0.66,7.1806
13.93888888888889,0.55,21.557900000000004
15.02777777777778,0.54,17.3075
16.038888888888888,0.47,24.5203
15.227777777777776,0.51,20.3665
16.20555555555556,0.44,14.441700000000004
17.299999999999997,0.43,18.0159
17.77777777777778,0.43,15.826300000000002
17.800000000000004,0.38,17.243100000000002
17.26111111111111,0.39,16.8728
17.200000000000003,0.38,15.3111
15.02222222222222,0.45,20.9139
13.927777777777775,0.47,13.3469
12.366666666666664,0.57,9.4346
12.294444444444444,0.59,6.7781
12.788888888888891,0.56,14.4095
9.533333333333331,0.76,7.084000000000001
9.972222222222223,0.71,14.425600000000005
4.911111111111113,0.91,1.0143
7.916666666666667,0.78,11.6725
7.383333333333332,0.82,14.6188
7.972222222222222,0.82,11.8496
8.816666666666666,0.84,14.49
8.794444444444444,0.84,23.3289
7.88888888888889,0.89,26.838700000000003
7.799999999999999,0.96,22.7815
7.822222222222221,0.95,14.2163
7.944444444444443,0.95,9.7727
8.077777777777776,0.94,15.778000000000002
10.227777777777776,0.81,11.3183
11.361111111111112,0.74,4.2021
12.449999999999998,0.7,1.3041000000000005
12.916666666666666,0.67,3.6869
12.550000000000002,0.62,6.4078
12.383333333333333,0.69,9.8049
10.227777777777776,0.75,8.4042
9.227777777777778,0.78,9.5151
7.827777777777779,0.87,7.3738
6.67777777777778,0.91,5.796
6.122222222222224,0.91,6.279
5.327777777777779,0.95,5.892600000000001
4.355555555555558,0.95,10.9158
9.27222222222222,0.89,3.6386
4.261111111111112,0.92,6.0697
3.2166666666666663,0.92,6.0697
3.905555555555556,0.92,5.892600000000001
2.7111111111111126,0.96,7.969500000000001
3.816666666666665,1.0,5.2808
6.883333333333334,0.93,9.1126
8.93888888888889,0.88,15.681400000000002
11.205555555555556,0.79,20.7046
12.85,0.7,20.1572
13.961111111111112,0.63,23.972900000000003
14.97777777777778,0.51,23.9568
14.02777777777778,0.57,22.684900000000003
15.02222222222222,0.51,26.7743
15.044444444444444,0.54,20.8817
15.088888888888889,0.5,17.1948
14.949999999999998,0.51,14.1197
13.816666666666666,0.59,11.125100000000002
12.916666666666666,0.64,11.6886
13.838888888888889,0.59,14.2324
12.755555555555556,0.69,6.262900000000001
12.650000000000002,0.74,18.1286
11.688888888888888,0.8,11.3183
10.627777777777778,0.88,6.552700000000001
5.666666666666668,0.91,8.7262
10.050000000000002,0.92,6.617100000000001
9.97777777777778,0.93,2.5921000000000003
9.77777777777778,0.95,5.4579
8.661111111111113,0.99,4.7334000000000005
7.550000000000002,0.95,20.3504
7.233333333333336,0.93,13.846
6.044444444444446,0.92,23.6187
6.094444444444444,0.85,22.0892
6.116666666666665,0.82,22.1697
6.066666666666667,0.86,17.7583
6.038888888888888,0.93,17.4524
6.888888888888888,0.93,22.4595
7.061111111111112,0.86,16.1161
6.038888888888888,0.93,20.463100000000004
6.072222222222222,0.93,21.1393
5.044444444444443,0.93,20.6885
5.022222222222222,0.92,14.023100000000005
5.033333333333335,0.93,14.9408
5.0,0.93,11.125100000000002
4.977777777777778,0.93,14.1197
4.933333333333335,0.87,15.939000000000002
4.466666666666666,0.92,13.9748
4.444444444444445,0.92,14.329
4.01111111111111,0.83,12.1555
4.905555555555555,0.86,13.7977
4.883333333333333,0.83,10.8836
4.388888888888888,0.89,13.3952
4.8388888888888895,0.86,16.888900000000003
4.811111111111109,0.83,15.3433
4.944444444444444,0.84,18.1769
7.200000000000001,0.65,17.3719
7.777777777777778,0.67,16.261
8.72777777777778,0.64,12.9122
8.983333333333334,0.57,20.4953
10.0,0.5,23.2162
10.094444444444443,0.55,19.2878
11.06111111111111,0.46,14.2646
10.13888888888889,0.42,12.558
11.011111111111113,0.42,9.3541
10.116666666666667,0.49,7.6636
7.916666666666667,0.57,4.459700000000001
7.333333333333335,0.63,2.6243
5.050000000000002,0.75,3.059
3.933333333333332,0.76,6.262900000000001
4.094444444444443,0.77,6.3434
3.800000000000002,0.82,6.2146
2.688888888888891,0.85,10.2879
5.0666666666666655,0.81,5.635000000000001
2.6,0.85,6.0536
1.583333333333334,0.92,5.9248
2.155555555555557,0.9,3.2361
0.9555555555555548,0.92,1.5939
0.9555555555555548,0.92,4.5724
5.594444444444445,0.82,0.2254
9.822222222222225,0.66,14.49
11.072222222222225,0.54,1.6744
11.055555555555555,0.48,6.9391
12.244444444444444,0.43,7.1323
12.85,0.41,9.160900000000002
12.888888888888893,0.38,9.5795
12.916666666666666,0.4,9.4829
13.88888888888889,0.46,10.3845
13.02222222222222,0.48,12.2038
12.383333333333333,0.49,12.4453
10.205555555555556,0.57,9.8371
9.144444444444446,0.62,7.647500000000001
7.827777777777779,0.68,9.7405
7.733333333333334,0.65,6.745900000000001
7.144444444444444,0.69,6.2146
6.016666666666666,0.74,6.4078
5.46111111111111,0.76,6.601
8.244444444444447,0.72,13.3791
3.838888888888887,0.82,6.6332
2.244444444444444,0.91,3.4776
2.0222222222222226,0.93,6.230700000000001
2.1722222222222203,0.92,10.706500000000002
3.661111111111113,0.89,10.722600000000002
6.111111111111111,0.79,11.8979
10.005555555555553,0.66,11.4793
12.244444444444444,0.52,17.806600000000003
12.938888888888888,0.5,19.6259
13.983333333333334,0.5,20.6241
15.094444444444449,0.44,16.0839
16.25,0.43,14.7798
17.266666666666666,0.41,16.1
17.288888888888888,0.38,16.2288
17.38888888888889,0.37,14.1358
17.288888888888888,0.38,14.49
15.088888888888889,0.44,9.7083
11.71111111111111,0.58,10.3845
11.161111111111111,0.61,10.9319
10.027777777777777,0.68,11.1734
10.13888888888889,0.65,13.6206
21.016666666666666,0.87,3.22
19.444444444444443,0.9,6.0375000000000005
20.72222222222222,0.81,9.2253
18.79444444444444,0.93,5.9248
17.733333333333334,0.93,3.1234
17.605555555555554,0.95,2.9302
18.73333333333333,0.93,7.840700000000001
22.555555555555557,0.8,1.61
24.761111111111106,0.7,3.1717
27.17222222222222,0.56,1.7388
28.911111111111115,0.55,2.9463000000000004
30.95555555555556,0.42,2.7531000000000003
32.17222222222222,0.38,7.728
32.12777777777777,0.32,7.3416
31.98333333333333,0.35,7.1645
32.538888888888884,0.38,12.6224
31.977777777777774,0.4,12.0911
32.01111111111111,0.41,8.919400000000001
30.944444444444443,0.39,13.4113
28.572222222222223,0.5,7.969500000000001
27.09444444444444,0.59,6.230700000000001
24.694444444444443,0.65,4.4275
24.13888888888889,0.7,12.8478
23.122222222222224,0.77,11.8496
15.56111111111111,0.92,3.3327
15.494444444444444,0.87,3.3649
16.53888888888889,0.91,3.6225
13.800000000000002,0.9,3.2039
13.316666666666666,0.9,3.1234
12.605555555555554,0.92,3.6064000000000007
12.327777777777776,0.93,3.0912
14.966666666666663,0.87,4.508
16.261111111111113,0.87,8.6135
16.25,0.92,9.3058
18.88888888888889,0.89,10.6421
21.350000000000005,0.76,14.0392
21.20555555555556,0.76,13.9426
22.338888888888885,0.72,10.8192
23.033333333333328,0.66,10.2074
23.911111111111115,0.62,9.4024
24.97777777777777,0.51,7.6636
23.8,0.58,9.0482
23.594444444444445,0.53,7.5992
22.50555555555556,0.68,11.27
20.016666666666666,0.78,12.2682
19.91111111111111,0.74,16.1966
19.35555555555556,0.76,13.2664
17.883333333333333,0.85,12.6868
17.25,0.89,10.5294
16.62777777777778,0.92,6.3756
15.844444444444449,0.84,3.5259
17.0,0.92,2.6565
17.066666666666666,0.86,6.6332
16.505555555555556,0.79,6.9874
14.983333333333333,0.83,9.4507
16.022222222222226,0.81,12.380900000000002
16.16111111111111,0.81,15.8746
18.84444444444445,0.68,22.105300000000003
21.116666666666667,0.68,20.2055
22.50555555555556,0.62,15.150100000000002
23.79444444444444,0.54,17.243100000000002
23.88888888888889,0.51,15.5848
25.83333333333333,0.44,16.422
25.92777777777778,0.43,21.6867
25.0,0.42,20.0767
24.944444444444446,0.43,18.6599
24.92777777777778,0.45,16.985500000000002
22.800000000000004,0.51,12.397
19.33888888888889,0.7,7.3255
17.805555555555557,0.78,4.781700000000001
17.783333333333335,0.75,3.4615
16.48888888888889,0.79,6.3434
15.694444444444445,0.83,6.5044
15.627777777777778,0.81,3.3649
16.211111111111112,0.93,4.2182
15.577777777777776,0.84,6.295100000000001
15.577777777777776,0.81,3.3166
15.605555555555558,0.81,3.719100000000001
15.050000000000002,0.83,7.792400000000001
